Dia;Dia_mes;Mes;Dia_sem;Lluvia;Lluvia_SN;Fecha;T_MAX_ALERTA;T_MAX;T_MIN;Viento_MAX;Viento_MED;SO2;CO;NO;NO2;PM2.5_UMBRAL;PM2.5;PM10_UMBRAL;PM10;O3;TOL;BEN;EBE;TCH;NMCH;SO2_MAX;CO_MAX;NO_MAX;NO2_MAX;PM2.5_MAX;PM10_MAX;O3_MAX;TOL_MAX;BEN_MAX;EBE_MAX;TCH_MAX;O3_Nivel;Dia_sem_num;Mes2
270;27;SEP;D;0;No;27/09/2015;V;27.1;16.5;31;14;5.8;0.29;9.666.666.667;37.875;No;8;No;1.666.666.667;5.723.076.923;2.26;0.54;0.3;1.45;0.135;11;0.4;45;61;10;22;79;4.1;1.4;0.7;1.64;A;1;SEP
271;28;SEP;L;0;No;28/09/2015;V;24.7;14.4;25;13;5.8;0.25;8;31.875;No;7;No;15.5;5.353.846.154;2.14;0.46;0.32;1.43;0.115;11;0.4;25;52;10;24;66;4.3;1.2;0.5;1.61;V;3;SEP
272;29;SEP;M;0;No;29/09/2015;V;23.8;13.1;24;12;6;0.29;13.75;3.629.166.667;No;8.666.666.667;No;1.633.333.333;5.214.285.714;2.566.666.667;0.716666667;0.383333333;1.533.333.333;0.163333333;11;0.4;31;54;10;22;61;4.6;1.5;0.7;1.71;V;4;SEP
273;30;SEP;X;0;No;30/09/2015;V;23.4;15.3;21;10;5.777.777.778;0.29;1.041.666.667;4.045.833.333;No;8;No;1.633.333.333;5.378.571.429;2.633.333.333;0.716666667;0.5;1.566.666.667;0.173333333;11;0.4;27;60;10;25;66;6;2.2;1.3;1.75;V;7;SEP
274;1;OCT;J;0;No;01/10/2015;V;25.4;12.8;32;14;6.444.444.444;0.35;2.641.666.667;5.208.333.333;No;11.5;No;2.133.333.333;4.171.428.571;4.733.333.333;0.916666667;0.683333333;1.576.666.667;0.21;11;0.6;53;80;14;31;52;6.8;2.4;1.7;1.74;V;2;OCT
275;2;OCT;V;0;No;02/10/2015;V;24.9;14.7;35;17;5.6;0.27;11.75;34.75;No;9;No;1.958.333.333;59.5;2.583.333.333;0.566666667;0.35;1.52;0.19;11;0.5;40;71;11;26;82;5.2;1.4;0.6;1.73;A;6;OCT
276;3;OCT;S;0;No;03/10/2015;V;24.4;15;34;14;6.1;0.28;12.75;4.308.333.333;No;12;No;2.258.333.333;4.392.857.143;2.666.666.667;0.666666667;0.383333333;1.676.666.667;0.21;11;0.4;35;73;14;32;66;4.9;1.7;0.7;2.02;V;5;OCT
277;4;OCT;D;0.4;Si;04/10/2015;V;21.4;15.4;33;16;6.2;0.25;6.583.333.333;28;No;12.5;No;25.75;3.571.428.571;1.733.333.333;0.55;0.233333333;1.583.333.333;0.163333333;11;0.4;20;42;14;35;49;3.8;1.4;0.5;1.87;V;1;OCT
278;5;OCT;L;10.1;Si;05/10/2015;V;22.4;16.7;48;21;6;0.22;8.666.666.667;25.125;No;1.133.333.333;No;2.341.666.667;3.457.142.857;1.98;0.54;0.28;1.36;0.08;12;0.4;30;46;14;29;51;4.8;1.7;0.8;1.54;V;3;OCT
279;6;OCT;M;0;No;06/10/2015;V;20.7;14.6;45;18;5.9;0.22;6.75;20.625;No;5;No;1.033.333.333;4.178.571.429;1.516.666.667;0.583333333;0.233333333;1.476.666.667;0.136666667;11;0.4;31;47;7;15;58;3.5;1.5;0.4;1.65;V;4;OCT
280;7;OCT;X;0;No;07/10/2015;V;20.5;12.5;18;10;6.4;0.32;2.133.333.333;4.354.166.667;No;7.333.333.333;No;1.383.333.333;3.307.142.857;4.133.333.333;0.766666667;0.483333333;1.566.666.667;0.196666667;11;0.4;53;60;9;18;43;7.7;1.8;1.1;1.78;V;7;OCT
281;8;OCT;J;0;No;08/10/2015;V;22;11.6;31;12;6.7;0.37;3.354.166.667;4.870.833.333;No;9.5;No;17.75;3.628.571.429;4.3;0.9;0.733333333;1.543.333.333;0.196666667;12;0.5;94;71;12;21;49;9.2;2.4;2;1.72;V;2;OCT
282;9;OCT;V;0;No;09/10/2015;V;21.5;11.9;19;10;7;0.44;4.233.333.333;6.079.166.667;No;1.216.666.667;No;2.133.333.333;2.685.714.286;5.316.666.667;1;0.85;1.67;0.226666667;13;0.6;109;79;14;24;41;9.3;2.6;1.9;1.86;V;6;OCT
283;10;OCT;S;0;No;10/10/2015;V;22.3;11.3;26;10;6.8;0.39;27.375;5.029.166.667;No;1.333.333.333;No;22.75;3.457.142.857;4.25;0.933333333;0.75;1.616.666.667;0.213333333;13;0.8;72;78;19;30;46;6.9;2.2;1.6;1.78;V;5;OCT
284;11;OCT;D;4.1;Si;11/10/2015;V;20.2;14.1;29;13;5.7;0.25;6.416.666.667;24.125;No;9;No;1.316.666.667;3.678.571.429;1.65;0.466666667;0.216666667;1.556.666.667;0.146666667;12;0.4;21;41;11;17;55;3.4;1.1;0.3;1.74;V;1;OCT
285;12;OCT;L;0;No;12/10/2015;V;21.4;15.3;24;12;5.7;0.25;8.708.333.333;26.375;No;5.166.666.667;No;9.416.666.667;2.642.857.143;1.783.333.333;0.483333333;0.266666667;1.63;0.153333333;11;0.3;32;38;7;12;44;4.3;1.4;0.6;1.76;V;3;OCT
286;13;OCT;M;2.4;Si;13/10/2015;V;16;11.8;39;16;5.9;0.34;2.554.166.667;3.941.666.667;No;9.166.666.667;No;12.75;1.935.714.286;3.85;0.8;0.4;1.623.333.333;0.193333333;12;0.5;82;59;12;17;31;5.7;1.8;0.6;1.79;V;4;OCT
287;14;OCT;X;0;No;14/10/2015;V;17.1;7.7;19;10;6.8;0.41;3.370.833.333;47;No;1.283.333.333;No;1.783.333.333;2.492.857.143;3.866.666.667;1.033.333.333;0.816666667;1.6;0.213333333;12;0.5;79;65;16;23;37;6.6;2.4;1.8;1.78;V;7;OCT
288;15;OCT;J;0.1;Si;15/10/2015;V;19.1;7.5;21;10;6.7;0.42;3.908.333.333;6.091.666.667;No;12.75;No;19.5;2.585.714.286;4.38;0.74;0.58;1.606.666.667;0.236666667;13;0.5;95;78;15;23;46;5.4;1;0.9;1.8;V;2;OCT
289;16;OCT;V;0;No;16/10/2015;V;20.5;8.7;17;9;7.8;0.54;66.5;71.375;No;15;No;25.5;23;6.6;1.18;1;1.7;0.283333333;15;0.8;147;101;18;31;42;9.4;1.9;1.8;1.89;V;6;OCT
290;17;OCT;S;7.5;Si;17/10/2015;V;21.5;13.2;20;11;5.7;0.36;1.608.333.333;4.458.333.333;No;1.433.333.333;No;2.272.727.273;2.992.307.692;3.116.666.667;0.85;0.583333333;1.593.333.333;0.186666667;12;0.5;64;66;16;27;50;5.1;1.8;1;1.74;V;5;OCT
291;18;OCT;D;20.5;Si;18/10/2015;V;18.4;13.8;23;9;6;0.31;1.245.833.333;34.75;No;10.5;No;1.509.090.909;2.084.615.385;2.266.666.667;0.616666667;0.333333333;1.683.333.333;0.163333333;11;0.4;47;51;12;20;36;4.5;1.6;0.7;1.83;V;1;OCT
292;19;OCT;L;3.2;Si;19/10/2015;V;19;14.2;21;10;6.4;0.34;1.770.833.333;40.75;No;9.166.666.667;No;1.363.636.364;2.661.538.462;3.05;0.7;0.466666667;1.55;0.166666667;12;0.5;75;59;11;16;43;5.1;1.9;0.9;1.68;V;3;OCT
293;20;OCT;M;0.1;Si;20/10/2015;V;20;13.3;46;20;7.7;0.3;1.116.666.667;3.258.333.333;No;5.833.333.333;No;1.091.666.667;3.314.285.714;2.233.333.333;0.566666667;0.233333333;1.516.666.667;0.183333333;19;0.4;50;56;8;14;51;3.6;1.1;0.5;1.66;V;4;OCT
294;21;OCT;X;0;No;21/10/2015;V;16.6;7.5;26;11;7.3;0.4;2.970.833.333;43.625;No;9;No;1.436.363.636;2.871.428.571;3.3;1;0.44;1.48;0.15;14;0.5;82;63;11;17;39;5.3;2.3;0.9;1.68;V;7;OCT
295;22;OCT;J;0;No;22/10/2015;V;18.8;7.7;18;8;7.6;0.5;4.954.166.667;6.304.166.667;No;1.316.666.667;No;2.191.666.667;1.764.285.714;5.48;1.18;0.84;1.56;0.19;15;0.6;117;81;16;28;29;7.4;2.6;1.6;1.78;V;2;OCT
296;23;OCT;V;0;No;23/10/2015;V;19;9.8;25;12;8.3;0.59;79.75;6.270.833.333;No;1.383.333.333;No;25.25;1.357.142.857;6.76;1.42;1.24;1.583.333.333;0.19;16;0.7;161;79;17;33;28;8.9;2.9;2.5;1.86;V;6;OCT
297;24;OCT;S;0;No;24/10/2015;V;20.1;12;17;8;9;0.54;5.930.434.783;5.643.478.261;No;1.633.333.333;No;24.75;1.785.714.286;5.8;1.35;1.125;1.59;0.185;15;0.7;132;72;19;31;33;7.5;2.7;2;1.82;V;5;OCT
298;25;OCT;D;0;No;25/10/2015;V;20.4;13.4;24;11;6.9;0.33;1.708.333.333;3.445.833.333;No;1.116.666.667;No;1.633.333.333;3.642.857.143;2.46;0.72;0.36;1.6;0.135;14;0.4;68;58;13;20;57;4.3;1.7;0.7;1.83;V;1;OCT
299;26;OCT;L;0.6;Si;26/10/2015;V;17.7;13.8;21;9;6.4;0.31;1.258.333.333;34.125;No;10.5;No;1.566.666.667;3.271.428.571;2.36;0.62;0.3;1.54;0.11;13;0.4;42;53;11;18;46;4.5;1.7;0.7;1.75;V;3;OCT
300;27;OCT;M;1.6;Si;27/10/2015;V;15.8;9.9;45;22;6.2;0.26;9.541.666.667;2.891.666.667;No;6.666.666.667;No;9.916.666.667;44.5;2.25;0.75;0.35;1.413.333.333;0.106666667;13;0.4;30;45;9;14;64;4.7;2.2;1;1.73;V;4;OCT
301;28;OCT;X;0.1;Si;28/10/2015;V;15.3;8.5;38;10;5.7;0.26;8.166.666.667;2.554.166.667;No;4.666.666.667;No;9.416.666.667;5.392.857.143;2.25;0.966666667;0.35;1.37;0.103333333;12;0.4;33;49;7;13;81;5.3;3.7;1.1;1.59;A;7;OCT
302;29;OCT;J;0;No;29/10/2015;V;16.3;11.5;17;4;6.3;0.33;22.125;4.079.166.667;No;8.2;No;1.563.636.364;3.671.428.571;4.133.333.333;1.033.333.333;0.65;1.4;0.11;13;0.5;63;60;12;20;63;10.4;2.7;2;1.63;V;2;OCT
303;30;OCT;V;0;No;30/10/2015;V;20.3;10.9;19;9;7.7;0.52;5.408.333.333;54.5;No;1.433.333.333;No;2.183.333.333;1.928.571.429;7.816.666.667;1.483.333.333;1.333.333.333;1.495;0.145;15;0.8;150;71;18;27;29;15.6;3.3;3.5;1.64;V;6;OCT
304;31;OCT;S;0;No;31/10/2015;V;19.7;13;25;12;7.6;0.34;1.166.666.667;34.125;No;1.183.333.333;No;1.808.333.333;4.107.142.857;2.34;0.54;0.2;1.345;0.065;16;0.5;55;64;14;26;57;3.4;1.2;0.3;1.35;V;5;OCT
305;1;NOV;D;0;No;01/11/2015;V;18.8;14.7;42;22;8.8;0.31;5.208.333.333;2.420.833.333;No;7.5;No;1.183.333.333;5.385.714.286;1.683.333.333;1.066.666.667;0.3;1.316.666.667;0.07;24;0.5;16;44;10;15;77;3.9;4.3;1;1.39;A;1;NOV
306;2;NOV;L;26.6;Si;02/11/2015;V;16.2;10.3;40;19;6.4;0.3;8.291.666.667;3.316.666.667;No;5.166.666.667;No;8.416.666.667;4.778.571.429;2.083.333.333;0.816666667;0.4;1.29;0.056666667;12;0.4;26;51;7;11;68;3.9;2.3;1;1.33;V;3;NOV
307;3;NOV;M;2.4;Si;03/11/2015;V;14.3;9.8;31;12;6.2;0.32;1.329.166.667;3.729.166.667;No;5.666.666.667;No;1.058.333.333;3.778.571.429;2.16;0.62;0.26;1.323.333.333;0.056666667;12;0.6;42;57;8;16;60;4.4;1.6;0.6;1.41;V;4;NOV
308;4;NOV;X;0.3;Si;04/11/2015;V;16;10.9;17;9;6.333.333.333;0.4;3.668.181.818;5.190.909.091;No;12.6;No;1.981.818.182;1.408.333.333;5.58;1.1;1;1.315;0.08;12;0.5;81;65;16;26;27;13.7;2.3;3.1;1.38;V;7;NOV
309;5;NOV;J;0.1;Si;05/11/2015;V;17.4;12.9;22;10;6.111.111.111;0.433333333;472.173.913;5.108.695.652;No;10.4;No;1.927.272.727;2.069.230.769;7.5;1.46;1.32;1.4;0.085;12;0.7;113;72;12;27;35;21.2;3.7;4.3;1.58;V;2;NOV
310;6;NOV;V;0;No;06/11/2015;V;19.7;11.8;13;6;8.9;0.69;1.021.666.667;6.533.333.333;No;2.316.666.667;No;3.283.333.333;1.257.142.857;11.5;2.083.333.333;2.15;1.483.333.333;0.143333333;17;1;175;92;28;41;24;26.6;3.8;5.3;1.68;V;6;NOV
311;7;NOV;S;0.1;Si;07/11/2015;V;21.5;12.1;14;8;8.1;0.522222222;5.413.043.478;472.173.913;No;1.733.333.333;No;2.216.666.667;1.776.923.077;6.883.333.333;1.5;1.083.333.333;1.373.333.333;0.226666667;15;0.8;161;71;22;30;33;12.7;2.8;2.6;1.45;V;5;NOV
312;8;NOV;D;0;No;08/11/2015;V;21;13.4;22;12;8;0.44;3.883.333.333;4.191.666.667;No;10.5;No;1.491.666.667;2.464.285.714;4.216.666.667;1.05;0.65;1.336.666.667;0.106666667;16;0.6;96;62;14;21;40;7.8;2;1.6;1.43;V;1;NOV
313;9;NOV;L;0;No;09/11/2015;V;20.6;10.9;16;8;8.2;0.52;6.182.608.696;5.473.913.043;No;1.216.666.667;No;1.808.333.333;2.028.571.429;6.533.333.333;1.4;1.016.666.667;1.353.333.333;0.14;17;0.7;135;77;14;22;39;11.3;2.6;2.4;1.44;V;3;NOV
314;10;NOV;M;0;No;10/11/2015;V;19.8;10.2;18;10;10.7;0.71;1.155.217.391;7.943.478.261;No;2.033.333.333;No;3.033.333.333;1.071.428.571;1.271.666.667;2.416.666.667;2.25;1.46;0.206666667;20;1;246;114;26;42;26;29.1;4.7;5.6;1.59;V;4;NOV
315;11;NOV;X;0;No;11/11/2015;V;19.7;8.8;13;5;11.5;0.78;1.320.833.333;84.875;No;22.5;No;32.75;10.5;1.416.666.667;2.633.333.333;2.45;1.513.333.333;0.27;21;1.1;257;123;28;45;27;23.6;3.8;4.7;1.68;V;7;NOV
316;12;NOV;J;0;No;12/11/2015;V;19.3;8.5;12;5;10.7;0.69;1.055.416.667;8.041.666.667;No;18.5;No;2.958.333.333;15;1.126.666.667;2.066.666.667;1.883.333.333;1.476.666.667;0.183333333;20;0.9;252;111;25;39;34;18.5;3.2;3.2;1.67;V;2;NOV
317;13;NOV;V;0;No;13/11/2015;V;19.2;8.2;30;16;10.6;0.61;73.375;6.704.166.667;No;16;No;2.508.333.333;1.835.714.286;8.866.666.667;1.566.666.667;1.216.666.667;1.37;0.15;19;0.9;203;101;20;33;44;14;2.6;2.1;1.49;V;6;NOV
318;14;NOV;S;0;No;14/11/2015;V;16.2;10.2;34;16;7.4;0.46;4.617.391.304;4.773.913.043;No;1.333.333.333;No;2.066.666.667;2.628.571.429;5.683.333.333;1.1;0.833333333;1.333.333.333;0.113333333;15;0.6;87;62;17;26;51;16.2;2.4;2.5;1.46;V;5;NOV
319;15;NOV;D;0;No;15/11/2015;V;17.4;7.6;15;9;8;0.5;5.208.695.652;5.091.304.348;No;1.783.333.333;No;2.283.333.333;1.721.428.571;5.383.333.333;1.366.666.667;0.75;1.383.333.333;0.126666667;15;0.7;154;72;21;29;39;12.1;2.9;2.1;1.44;V;1;NOV
320;16;NOV;L;0;No;16/11/2015;V;16.5;7.3;15;6;9.3;0.6;8.795.652.174;6.647.826.087;Si;26.5;No;34.25;1.178.571.429;6.016.666.667;1.566.666.667;0.95;1.483.333.333;0.153333333;17;0.9;224;92;29;40;33;8.4;2.9;1.9;1.61;V;3;NOV
321;17;NOV;M;0;No;17/11/2015;V;15.9;6.4;12;6;9.4;0.64;9.654.166.667;7.066.666.667;Si;3.316.666.667;No;4.258.333.333;1.014.285.714;7.75;1.55;1.316.666.667;1.573.333.333;0.173333333;17;0.8;218;100;36;52;28;10.2;3.2;2.8;1.73;V;4;NOV
322;18;NOV;X;0;No;18/11/2015;V;18.4;6.4;10;5;11.3;0.73;113.25;76.125;No;23;No;3.458.333.333;1.007.142.857;8.7;1.65;1.316.666.667;1.516.666.667;0.176666667;18;1.1;222;101;32;49;25;10.6;2.8;1.7;1.62;V;7;NOV
323;19;NOV;J;0;No;19/11/2015;V;19;8.5;10;6;10.9;0.75;123.5;7.691.666.667;No;21;No;3.433.333.333;10;9.433.333.333;1.85;1.483.333.333;1.51;0.186666667;18;1;236;104;24;42;21;12.5;3.6;2.2;1.68;V;2;NOV
324;20;NOV;V;0;No;20/11/2015;V;18.7;8.5;32;11;9.7;0.59;8.683.333.333;6.266.666.667;No;2.116.666.667;No;3.066.666.667;1.385.714.286;7.04;1.58;1.04;1.533.333.333;0.163333333;17;0.9;152;93;28;44;28;10.2;2.9;1.5;1.74;V;6;NOV
325;21;NOV;S;0.6;Si;21/11/2015;V;15.9;4.4;55;21;6.4;0.24;7;2.258.333.333;No;6.666.666.667;No;14;51;1.266.666.667;0.366666667;0.166666667;1.24;0.086666667;14;0.4;23;43;8;17;73;3.1;0.9;0.3;1.34;V;5;NOV
326;22;NOV;D;0;No;22/11/2015;V;9.2;3.8;30;13;5.6;0.27;8.083.333.333;2.854.166.667;No;3.5;No;6.333.333.333;4.861.538.462;1.05;0.45;0.166666667;1.256.666.667;0.093333333;13;0.4;29;43;5;8;74;3;1.3;0.3;1.35;V;1;NOV
327;23;NOV;L;0;No;23/11/2015;V;10.4;2.9;37;17;8;0.288888889;1.816.666.667;3.970.833.333;No;3.8;No;8.454.545.455;3.746.153.846;1.9;0.566666667;0.216666667;1.283.333.333;0.106666667;18;0.4;60;64;5;10;55;3.9;1.5;0.4;1.4;V;3;NOV
328;24;NOV;M;0;No;24/11/2015;V;10.9;2.3;14;6;9;0.54;71.75;7.479.166.667;No;1.316.666.667;No;22.5;1.435.714.286;5.166.666.667;1.233.333.333;0.8;1.533.333.333;0.176666667;18;0.7;120;102;17;29;29;8;2.8;1.9;1.69;V;4;NOV
329;25;NOV;X;0;No;25/11/2015;V;15.8;6.7;38;17;7.3;0.33;20.25;3.845.833.333;No;5.833.333.333;No;1.233.333.333;4.492.857.143;2.866.666.667;0.766666667;0.483333333;1.356.666.667;0.116666667;15;0.5;54;70;8;22;84;5.7;2;1.3;1.5;A;7;NOV
330;26;NOV;J;0;No;26/11/2015;V;16.1;6.3;40;17;10.3;0.52;6.004.166.667;6.158.333.333;No;9.5;No;19.25;36;4.75;1.066.666.667;0.733333333;1.34;0.15;19;0.8;173;106;13;25;60;7.2;2.4;1.5;1.48;V;2;NOV
331;27;NOV;V;0;No;27/11/2015;V;16.2;7.4;45;17;9.2;0.477777778;4.769.565.217;5.695.652.174;No;9;No;15.25;3.330.769.231;4.383.333.333;0.933333333;0.6;1.303.333.333;0.123333333;19;0.7;108;88;12;22;57;6.2;2.1;1.2;1.48;V;6;NOV
332;28;NOV;S;0;No;28/11/2015;V;15.3;5.1;25;14;10.2;0.51;54.375;55.375;No;11;No;1.733.333.333;2.342.857.143;4.333.333.333;1.066.666.667;0.65;1.416.666.667;0.163333333;23;0.7;94;76;16;27;49;6.2;2.4;1.4;1.59;V;5;NOV
333;29;NOV;D;0;No;29/11/2015;V;12.6;2.4;13;5;9.3;0.56;55.75;6.020.833.333;No;14.5;No;1.916.666.667;2.064.285.714;3.366.666.667;1.166.666.667;0.5;1.386.666.667;0.14;18;0.8;133;87;18;25;45;5.4;2.2;1;1.51;V;1;NOV
334;30;NOV;L;0;No;30/11/2015;V;14.8;2.2;16;8;13.8;0.79;1.170.833.333;8.583.333.333;No;1.916.666.667;No;2.858.333.333;1.342.857.143;9.45;2.116.666.667;1.416.666.667;1.5;0.2;26;1.1;276;131;27;44;33;18.6;3.2;3.2;1.67;V;3;NOV
335;1;DIC;M;0;No;01/12/2015;V;14.6;3;14;6;13.3;0.82;124.625;9.158.333.333;No;19.5;No;3.141.666.667;1.228.571.429;8.56;1.633.333.333;1.333.333.333;1.51;0.206666667;21;1.2;277;133;29;51;33;15.4;2.7;2;1.58;V;4;DIC
336;2;DIC;X;0;No;02/12/2015;V;13.4;4.4;11;5;15.5;0.96;168;104.875;Si;3.216.666.667;No;45.75;7.785.714.286;1.151.666.667;2.35;2.016.666.667;1.653.333.333;0.243333333;26;1.4;337;147;40;65;25;15.4;4.1;3.5;1.9;V;7;DIC
337;3;DIC;J;0;No;03/12/2015;V;14.7;4.3;12;11;13;0.83;1.302.916.667;88.125;Si;28.5;No;3.933.333.333;9.928.571.429;1.023.333.333;2.166.666.667;1.616.666.667;1.56;0.193333333;21;1.1;291;130;33;60;27;18.1;3.6;2.9;1.72;V;2;DIC
338;4;DIC;V;0;No;04/12/2015;V;16.3;6.2;16;7;15.6;0.97;1.582.916.667;9.366.666.667;Si;2.966.666.667;No;44.25;8.214.285.714;11.34;2.52;2.14;1.553.333.333;0.213333333;23;1.4;323;138;35;59;26;18.6;3.7;3.7;1.7;V;6;DIC
339;5;DIC;S;0;No;05/12/2015;V;16.6;7.6;15;8;12;0.74;9.733.333.333;7.391.666.667;Si;2.516.666.667;No;3.458.333.333;1.128.571.429;8.516.666.667;1.966.666.667;1.466.666.667;1.583.333.333;0.186666667;22;1;228;109;30;49;29;14;3.1;2.6;1.84;V;5;DIC
340;6;DIC;D;0;No;06/12/2015;V;15.5;6.5;14;8;9.8;0.56;5.816.666.667;55.25;No;18.5;No;2.391.666.667;16;4.333.333.333;1.216.666.667;0.683333333;1.453.333.333;0.133333333;18;0.8;164;83;23;33;37;6.7;2.3;1.2;1.58;V;1;DIC
341;7;DIC;L;0;No;07/12/2015;V;11.6;7.6;17;8;9.4;0.5;4.029.166.667;5.533.333.333;No;1.866.666.667;No;24;1.221.428.571;3.666.666.667;1;0.433333333;1.346.666.667;0.113333333;17;0.8;136;77;22;32;31;4.9;2;0.7;1.44;V;3;DIC
342;8;DIC;M;0;No;08/12/2015;V;13.9;7.8;14;7;10.5;0.5;4.383.333.333;53.5;Si;26.5;No;2.941.666.667;1.057.142.857;3.65;1.183.333.333;0.516666667;1.403.333.333;0.126666667;18;0.7;123;75;30;42;28;5.4;2.5;0.9;1.47;V;4;DIC
343;9;DIC;X;0;No;09/12/2015;V;14.5;8.4;30;15;10.8;0.57;6.804.166.667;5.829.166.667;No;14.5;No;1.991.666.667;1.684.615.385;4.75;1.166.666.667;0.8;1.343.333.333;0.126666667;19;0.8;197;92;21;31;35;7.4;2.2;1.3;1.43;V;7;DIC
344;10;DIC;J;0;No;10/12/2015;V;13.5;8.1;18;10;10.6;0.55;57.5;5.958.333.333;No;1.683.333.333;No;2.116.666.667;1.471.428.571;4.633.333.333;1.116.666.667;0.683333333;1.336.666.667;0.116666667;22;0.8;181;91;19;32;30;6.8;2.3;1.1;1.43;V;2;DIC
345;11;DIC;V;0;No;11/12/2015;V;13.8;9;19;8;10.2;0.46;3.404.166.667;53.625;No;1.233.333.333;No;1.766.666.667;1.792.857.143;3.616.666.667;0.85;0.416666667;1.323.333.333;0.113333333;28;0.6;90;76;14;26;36;4.5;1.7;0.7;1.41;V;6;DIC
346;12;DIC;S;0;No;12/12/2015;V;12;9.1;18;9;8.2;0.34;14;4.395.833.333;No;1.133.333.333;No;15;29;2.15;0.616666667;0.25;1.273.333.333;0.093333333;22;0.5;35;61;13;23;48;3.7;1.4;0.4;1.37;V;5;DIC
347;13;DIC;D;0;No;13/12/2015;V;12.4;5.5;23;8;9.1;0.53;4.483.333.333;5.795.833.333;No;2.016.666.667;No;2.458.333.333;1.478.571.429;3.183.333.333;1.1;0.383333333;1.496.666.667;0.13;17;0.7;136;83;23;34;35;4.5;2.1;0.5;1.75;V;1;DIC
348;14;DIC;L;0.2;Si;14/12/2015;V;14.1;8.8;21;10;8.1;0.44;41.25;5.841.666.667;No;19;No;3.183.333.333;1.557.142.857;4.383.333.333;1.1;0.666666667;1.566.666.667;0.126666667;15;0.5;86;73;20;38;31;8.4;2.3;1.1;1.71;V;3;DIC
349;15;DIC;M;0;No;15/12/2015;V;15.6;8.8;19;9;10;0.62;9.416.666.667;7.029.166.667;Si;27;No;4.883.333.333;1.171.428.571;6.5;1.483.333.333;1.1;1.73;0.153333333;17;0.9;161;86;29;59;31;10.3;2.6;2;2.1;V;4;DIC
350;16;DIC;X;0;No;16/12/2015;V;15.3;6.9;17;9;12.5;0.69;1.034.166.667;6.816.666.667;Si;2.733.333.333;No;47.5;8.428.571.429;6.466.666.667;1.516.666.667;0.9;1.436.666.667;0.156666667;21;1;275;110;33;64;26;9.2;2.8;1.5;1.61;V;7;DIC
351;17;DIC;J;0;No;17/12/2015;V;15.1;6.6;15;8;13.6;0.8;137.75;7.941.666.667;Si;3.133.333.333;Si;5.583.333.333;8.214.285.714;7.8;1.7;2.083.333.333;1.533.333.333;0.206666667;22;1;302;118;35;71;26;13.7;3.2;3.3;1.79;V;2;DIC
352;18;DIC;V;0;No;18/12/2015;V;15.1;7.6;12;6;13.2;0.77;1.246.666.667;79;Si;3.233.333.333;Si;53;8.571.428.571;8.216.666.667;1.9;1.6;1.49;0.196666667;22;1;308;124;36;68;25;11.9;3.3;2.3;1.7;V;6;DIC
353;19;DIC;S;0;No;19/12/2015;V;15.4;6.1;17;9;12.8;0.71;93;7.229.166.667;Si;31.5;No;4.733.333.333;1.042.857.143;6.516.666.667;1.716.666.667;1.016.666.667;1.51;0.16;21;0.9;240;106;35;61;27;10;3.2;1.8;1.7;V;5;DIC
354;20;DIC;D;0;No;20/12/2015;V;14.8;6.8;31;12;10.1;0.54;46.75;5.695.833.333;No;24.5;No;41;1.178.571.429;3.666.666.667;1.2;0.483333333;1.416.666.667;0.126666667;17;0.7;154;83;25;50;29;5.8;2.7;0.8;1.53;V;1;DIC
355;21;DIC;L;0;No;21/12/2015;V;13.7;5.7;21;9;11.1;0.67;9.066.666.667;72.875;Si;2.933.333.333;No;4.116.666.667;1.071.428.571;6.333.333.333;1.733.333.333;0.833333333;1.57;0.156666667;19;0.9;164;92;31;55;28;8.5;3.3;1.5;1.81;V;3;DIC
356;22;DIC;M;0;No;22/12/2015;V;14.7;5.2;21;13;13.2;0.78;115.375;8.029.166.667;No;23.5;No;3.358.333.333;1.178.571.429;7.783.333.333;1.8;1.033.333.333;1.49;0.156666667;20;1;262;114;28;46;29;10.5;3.5;1.8;1.68;V;4;DIC
357;23;DIC;X;0;No;23/12/2015;V;14.3;4.9;19;10;14;0.78;1.251.666.667;82.375;Si;26.5;No;36.25;1.064.285.714;8.6;1.9;1.2;1.526.666.667;0.173333333;21;1;315;130;29;52;30;12.7;3.3;2.5;1.76;V;7;DIC
358;24;DIC;J;0;No;24/12/2015;V;10;3.2;10;4;12.3;0.67;9.520.833.333;66.75;Si;3.183.333.333;No;3.591.666.667;8.428.571.429;6.133.333.333;1.633.333.333;0.583333333;1.68;0.156666667;18;0.8;221;96;36;49;26;8.7;3.4;1.2;2.05;V;2;DIC
359;25;DIC;V;0;No;25/12/2015;V;12.8;3.3;19;11;11.2;0.62;6.633.333.333;5.791.666.667;Si;3.616.666.667;No;3.616.666.667;1.414.285.714;4.383.333.333;1.533.333.333;0.45;1.53;0.14;20;0.8;204;92;40;56;34;6;2.9;0.8;1.71;V;6;DIC
360;26;DIC;S;0;No;26/12/2015;V;11.1;3.8;21;9;10.4;0.52;4.370.833.333;5.245.833.333;No;24.5;No;2.558.333.333;1.614.285.714;2.716.666.667;1.05;0.316666667;1.386.666.667;0.113333333;18;0.7;133;75;31;40;35;3.9;2.2;0.4;1.48;V;5;DIC
